Rating,App,Category,Reviews,Installs,Type,Price,Content Rating,Current Ver,Android Ver,SizeInMB,Genre1,Genre2,DateLastUpdated
4.4,Alabama Road Trips,Travel and local,71,10000,Free,0,Everyone,1.8.7,4,28,Travel & Local,,27/10/2017
4.4,Alarm.fo â€“ choose your info,Social,19,1000,Free,0,Everyone,1.4.8,4.1,3.1,Social,,29/05/2018
4.4,All Language Translator Free,Books and reference,30105,1000000,Free,0,Everyone,1.15,4.0.3,2.1,Books & Reference,,29/07/2018
4.4,All Maths Formulas,Books and reference,2709,1000000,Free,0,Everyone,1.9,4.4,6.8,Books & Reference,,11/07/2018
4.4,All-in-One Mahjong 3,Family,38,100,Paid,0.99,Everyone,20180609,4,16,Board,Brain Games,14/06/2018
4.4,Amazon Drive,Productivity,18669,1000000,Free,0,Everyone,1.9.1.147.0-google,4.2,4.1,Productivity,,08/01/2018
4.3,Water Surfer Racing In Moto,Game,2233,1000000,Free,0,Everyone,1.1,2.3,36,Racing,,28/02/2018
4.3,Weaphonesâ„¢ Gun Sim Free Vol 1,Family,598975,10000000,Free,0,Everyone,2.4.0,4,39,Simulation,,17/01/2018
4.3,Weather Radar Widget,Weather,18194,1000000,Free,0,Everyone,1.7.7,3,3.2,Weather,,28/06/2017
4.3,Websites.co.in Instant Website,Business,327,10000,Free,0,Everyone,1.48,4.1,13,Business,,25/06/2018
4.3,WFVS 2018 | WhatApp Full Video Status & Downloader,Productivity,596,50000,Free,0,Everyone,1.3,4.1,22,Productivity,,04/07/2018
4.3,WGT Golf Game by Topgolf,Sports,148083,10000000,Free,0,Everyone,1.42.2,4.1,57,Sports,,24/07/2018
4.3,WIFI WPS WPA TESTER,Tools,352097,10000000,Free,0,Everyone,3.8.5,4,6.7,Tools,,12/06/2018
4.3,Turbo FAST,Family,1329008,50000000,Free,0,Everyone,2.1.20,2.3.3,97,Racing,Action & Adventure,04/10/2017
4.3,Turbo FAST,Family,1329192,50000000,Free,0,Everyone,2.1.20,2.3.3,97,Racing,Action & Adventure,04/10/2017
4.3,TV Local El Salvador,Family,323,10000,Free,0,Everyone,1,4.0.3,3.6,Entertainment,,08/05/2018
4.3,U + professional baseball,Sports,2486,500000,Free,0,Everyone,06.11.00,4.4,18,Sports,,30/07/2018
4.3,U by BB&T,Finance,16600,1000000,Free,0,Everyone,1.7.7,4.4,24,Finance,,19/06/2018
4.3,Udacity - Lifelong Learning,Education,22384,1000000,Free,0,Everyone,4.7.0,5,17,Education,,31/07/2018
4.3,Ultimate Background Eraser,Photography,14453,1000000,Free,0,Everyone,1.9,4.1,21,Photography,,13/03/2018
4.3,Ultimate Fighter Z,Game,180,5000,Free,0,Everyone,2,4.4,24,Action,,16/07/2018
4.3,Ultimate Tennis,Sports,183004,10000000,Free,0,Everyone,2.29.3118,4.0.3,100,Sports,,19/07/2018
4.3,V Made,Books and reference,241,100000,Free,0,Everyone,1,4.0.3,20,Books & Reference,,13/02/2018
4.3,VCalendar - VenkatRama and Co,Lifestyle,87,10000,Free,0,Everyone,1.2,4.1,3.9,Lifestyle,,16/03/2018
4.3,V-CUBE Seminar Mobile,Business,542,100000,Free,0,Everyone,1.23.0,4,30,Business,,17/04/2018
4.3,"Victoria, BC | Tour City",Travel and local,20,1000,Free,0,Everyone,1.7,4,15,Travel & Local,,02/08/2016
4.3,vide-greniers.org,Events,5839,100000,Free,0,Everyone,16.11.8,2.3.3,3.5,Events,,08/11/2016
4.3,Video Download For FB,Tools,444,100000,Free,0,Everyone,1,3,1.6,Tools,,14/07/2017
4.3,Video Downloader for FB,Tools,53,5000,Free,0,Everyone,1.0.1,4.0.3,3,Tools,,01/08/2018
4.3,Video Downloader For FB: Save FB Videos 2018,Tools,434,50000,Free,0,Everyone,1.1.9,4.0.3,3.6,Tools,,08/08/2018
4.3,Video Maker with Photo and Music,Photography,4871,1000000,Free,0,Everyone,1.0.2,4.1,30,Photography,,19/03/2018
4.3,Video Status,Video players,6685,1000000,Free,0,Everyone,1.1.4,4.1,4,Video Players & Editors,,02/08/2018
4.3,Videos downloader for Facebook:fast fb video saver,Video players,20,5000,Free,0,Everyone,1.0.0,4.0.3,5.1,Video Players & Editors,,27/04/2018
4.3,Viking CB Radios,Business,6,1000,Free,0,Everyone,1.0.1,4.1,15,Business,,24/05/2017
4.3,Villains vs Superheroes,Family,128,10000,Free,0,Everyone,3.3.3z,4.0.3,22,Puzzle,,12/09/2017
4.3,Vintage Flower CM Locker Theme,Personalization,2910,500000,Free,0,Everyone,1.0.0,4,2.3,Personalization,,24/01/2016
4.3,Virtual Dice EX,Game,40,5000,Free,0,Everyone,2.8,3,3.6,Board,,15/03/2016
4.3,Temple Run,Game,4000433,100000000,Free,0,Everyone,1.9.1,4,42,Arcade,,02/08/2018
4.3,Temple Run 2,Game,8116142,500000000,Free,0,Everyone,1.49.1,4,62,Action,,05/07/2018
4.3,Temple Run 2,Game,8118609,500000000,Free,0,Everyone,1.49.1,4,62,Action,,05/07/2018
4.3,Temple Run 2,Game,8118937,500000000,Free,0,Everyone,1.49.1,4,62,Action,,05/07/2018
4.3,Temple Run 2,Game,8119151,500000000,Free,0,Everyone,1.49.1,4,62,Action,,05/07/2018
4.3,Temple Run 2,Game,8119154,500000000,Free,0,Everyone,1.49.1,4,62,Action,,05/07/2018
4.3,Tennis News and Scores,Sports,101,10000,Free,0,Everyone,5.4,4.1,3.9,Sports,,15/07/2018
4.3,The Home Depot,Shopping,44071,5000000,Free,0,Everyone,5.1,4.4,56,Shopping,,19/07/2018
4.3,SuperLivePro,Business,46353,1000000,Free,0,Everyone,2.8,1.5,21,Business,,13/04/2016
4.3,SuperVPN Free VPN Client,Tools,576454,50000000,Free,0,Everyone,2.0.9,4.0.3,6.1,Tools,,05/02/2018
4.3,Thai Handwriting,Education,3168,1000000,Free,0,Everyone,3.1,4.4,19,Education,,26/10/2017
4.3,"The Championships, Wimbledon 2018",Sports,24082,1000000,Free,0,Everyone,6.5,4.4,95,Sports,,04/07/2018
4.3,The DL Hughley Show,Family,23,5000,Free,0,Everyone,3.1.2,5,11,Entertainment,,29/05/2018
4.3,The Florida Trail Guide,Travel and local,100,5000,Free,0,Everyone,6.0.18,4.1,13,Travel & Local,,01/04/2017
4.3,TheFork - Restaurants booking and special offers,Food and drink,37517,5000000,Free,0,Everyone,11.11.1,4.1,17,Food & Drink,,20/07/2018
4.3,Theme eXp - Black Z Light,Personalization,29540,1000000,Free,0,Everyone,2,5,4.3,Personalization,,15/06/2016
4.3,Tigo Money El Salvador,Finance,4642,100000,Free,0,Everyone,5.0.0,4.2,3.5,Finance,,23/07/2018
4.3,Timely Alarm Clock,Lifestyle,258717,10000000,Free,0,Everyone,1.3.1,4.0.3,9.4,Lifestyle,,25/09/2017
4.3,Translate: text & voice translator,Tools,122010,5000000,Free,0,Everyone,Translator 10.9.2,4.0.3,7.3,Tools,,14/07/2018
4.3,The Rules of Golf,Sports,926,100000,Free,0,Everyone,5.9,4.1,9.3,Sports,,17/01/2018
4.3,The Secret Daily Teachings,Lifestyle,206,1000,Paid,4.99,Everyone,14,4.0.3,32,Lifestyle,,11/02/2018
4.3,Top Mercato: football news,Sports,16016,1000000,Free,0,Everyone,2.7.0,4.2,6.9,Sports,,07/01/2016
4.3,TouchPal Keyboard for vivo,Tools,357,1000000,Free,0,Everyone,6.2.6.7,4.0.3,58,Tools,,30/05/2018
4.3,Toy Guitar with songs for kids,Family,1369,500000,Free,0,Everyone,1.0.3,2.3,9.8,Music & Audio,Music & Video,05/03/2016
4.3,Smoke Effect Name Art Maker-Avatar Text Art Editor,Personalization,1961,100000,Free,0,Everyone,1,4.1,6.6,Personalization,,29/06/2018
4.3,Smokes Guide for CS:GO,Family,445,50000,Free,0,Everyone,3,4,29,Entertainment,,01/06/2017
4.3,Social network all in one 2018,Social,1403,100000,Free,0,Everyone,1,4,3.7,Social,,30/01/2018
4.3,SONIC Drive-In,Food and drink,19314,1000000,Free,0,Everyone,3.3.6,4.4,43,Food & Drink,,31/07/2018
4.3,SONIC Drive-In,Food and drink,19373,1000000,Free,0,Everyone,3.3.6,4.4,43,Food & Drink,,31/07/2018
4.3,Soundtrack Attack,Family,96045,5000000,Free,0,Everyone,1.0.4,4.1,25,Action,Action & Adventure,26/07/2016
4.3,Soviet Military Maps Free,Maps and navigation,21589,1000000,Free,0,Everyone,5.1.0 free,4,5.6,Maps & Navigation,,01/08/2018
4.3,Speed Camera Detector - Traffic & Speed Alert,Auto and vehicles,138,100000,Free,0,Everyone,1,4.0.3,5.4,Auto & Vehicles,,23/07/2018
4.3,SPEED L,Shopping,85,50000,Free,0,Everyone,1.24,4.4,2.9,Shopping,,26/06/2018
4.3,Sports Car Driving Simulator 2018,Game,2178,500000,Free,0,Everyone,1.1,4.1,57,Racing,,28/03/2018
4.3,Shopee - No. 1 Online Shopping,Shopping,94294,10000000,Free,0,Everyone,2.25.17,4.1,30,Shopping,,23/07/2018
4.3,"Shopkick: Free Gift Cards, Shop Rewards & Deals",Shopping,213735,10000000,Free,0,Everyone,5.3.73,4.4,43,Shopping,,24/07/2018
4.3,Shopkins World!,Family,169609,10000000,Free,0,Everyone,3.6.1,4.1,34,Arcade,Action & Adventure,13/06/2018
4.3,Simple Notepad,Productivity,12321,1000000,Free,0,Everyone,2.0.1,2.3,0.7,Productivity,,25/12/2016
4.3,Sirens Fashion Style Game,Family,2282,500000,Free,0,Everyone,1,4,22,Simulation,,20/02/2018
4.3,Skater Boy,Game,1167143,100000000,Free,0,Everyone,1.18.35,4.1,12,Arcade,,20/09/2017
4.3,SketchBook - draw and paint,Entertainment,256664,10000000,Free,0,Everyone,4.1.7,4.0.3,77,Entertainment,,04/05/2018
4.3,Sweet Selfie Beauty Camera,Beauty,601,100000,Free,0,Everyone,2.0.0,4,35,Beauty,,02/06/2018
4.3,SwingAid - Level up Golf,Sports,752,100000,Free,0,Everyone,2.6.3,4.1,33,Sports,,10/07/2018
4.3,Synd e-Passbook,Finance,9400,1000000,Free,0,Everyone,1.09,2.2,6.1,Finance,,12/05/2016
4.3,System Update Free,Tools,3068,100000,Free,0,Everyone,11.1,4,6,Tools,,20/07/2018
4.3,Talking Ben the Dog,Entertainment,1633682,100000000,Free,0,Everyone,3.5.2.2,4.1,57,Entertainment,,03/07/2018
4.3,Talking Ben the Dog,Family,1633565,100000000,Free,0,Everyone,3.5.2.2,4.1,57,Entertainment,,03/07/2018
4.3,Sun Rise Free Live Wallpaper,Personalization,86481,10000000,Free,0,Everyone,4.8.3,4,8.6,Personalization,,31/01/2018
4.3,Super Flashlight + LED,Tools,54207,5000000,Free,0,Everyone,3.2,3,4.4,Tools,,11/07/2017
4.3,Super Jabber Jump,Game,85882,10000000,Free,0,Everyone,6.6.3106,2.3,23,Arcade,,07/11/2017
4.3,Servers Ultimate Pack B,Tools,668,50000,Free,0,Everyone,2.1.8,2.1,13,Tools,,31/03/2016
4.3,Service Disabler,Tools,534,100000,Free,0,Everyone,1.0.6,4,3,Tools,,23/06/2018
4.3,Sky Streaker - Gumball,Game,37513,5000000,Free,0,Everyone,4,2.3,31,Arcade,,07/12/2015
4.3,Stickers for Facebook,Social,11066,1000000,Free,0,Everyone,1.4,4.4,10,Social,,13/03/2018
4.3,Strawberry Shortcake BerryRush,Family,525552,10000000,Free,0,Everyone,1.2.3,2.3,48,Action,Action & Adventure,15/10/2017
4.3,Strawberry Shortcake BerryRush,Game,525517,10000000,Free,0,Everyone,1.2.3,2.3,48,Action,Action & Adventure,15/10/2017
4.3,Subway Terminator: Smarter Subway,Maps and navigation,70556,10000000,Free,0,Everyone,4.76,4,26,Maps & Navigation,,17/07/2018
4.3,Power Spheres by BoBoiBoy,Family,70903,5000000,Free,0,Everyone,1.3.20,4.0.3,51,Puzzle,Brain Games,03/05/2018
4.3,Red Transporte DF,Maps and navigation,11100,500000,Free,0,Everyone,2.10.0 Summer,4.0.3,15,Maps & Navigation,,28/04/2018
4.3,REDCap Mobile App,Medical,56,10000,Free,0,Everyone,3.0.8,4.3,11,Medical,,31/07/2018
4.3,Registered Dietitian Pocket Prep,Medical,283,5000,Free,0,Everyone,4.5.3,4.4,12,Medical,,12/07/2018
4.3,Policy And FD Manager,Finance,20,500,Free,0,Everyone,14,4.4,4.8,Finance,,09/06/2018
4.3,Poshmark - Buy & Sell Fashion,Shopping,46153,10000000,Free,0,Everyone,2.124.01,4.4,17,Shopping,,04/08/2018
4.3,P9 Launcher - Androidâ„¢ 9.0 P Launcher Style,Tools,1162,100000,Free,0,Everyone,2.5,4.1,7.3,Tools,,06/07/2018
4.3,Pou,Family,10483141,500000000,Free,0,Everyone,1.4.77,4,24,Casual,,25/05/2018
4.3,Pou,Game,10485308,500000000,Free,0,Everyone,1.4.77,4,24,Casual,,25/05/2018
4.3,Pou,Game,10485334,500000000,Free,0,Everyone,1.4.77,4,24,Casual,,25/05/2018
4.3,Pou,Game,10486018,500000000,Free,0,Everyone,1.4.77,4,24,Casual,,25/05/2018
4.3,Power BI Ultimate Orientation,Family,12,5000,Free,0,Everyone,1.0.1,4,8.1,Education,,06/02/2017
4.3,Sabbath School 4,Family,2871,100000,Free,0,Everyone,1.6,2.3.3,18,Education,,08/05/2015
4.3,Safeway,Lifestyle,33572,1000000,Free,0,Everyone,6.2.0,4.4,37,Lifestyle,,02/08/2018
4.3,Samsung Health,Health and fitness,480208,500000000,Free,0,Everyone,5.17.2.009,5,70,Health & Fitness,,31/07/2018
4.3,SAMSUNG RETAILMODE 2018,Libraries and demo,6,10000,Free,0,Everyone,8.0.20180212,4.2,5.5,Libraries & Demo,,03/08/2018
4.3,Samsung Smart Switch Mobile,Tools,146913,100000000,Free,0,Everyone,3.5.02.15,4,24,Tools,,18/07/2018
4.3,Santa Fe FCU Mobile Banking,Finance,12,1000,Free,0,Everyone,1.18.4,4,9,Finance,,22/01/2018
4.3,Scoreboard FR,Lifestyle,3,100,Free,0,Everyone,2.1,4.2,15,Lifestyle,,07/08/2018
4.3,SenseView BT Zephyr Sensor,Tools,37,5000,Free,0,Everyone,1.1.15205,2.2,0.32,Tools,,15/05/2015
4.3,Rento - Dice Board Game Online,Game,205830,10000000,Free,0,Everyone,4.4.9,4.1,63,Board,,20/06/2018
4.3,Resume Builder and CV maker app,Productivity,2303,100000,Free,0,Everyone,8.9.2.pro,4.0.3,15,Productivity,,02/08/2018
4.3,Resume Maker - Creator,Business,740,50000,Free,0,Everyone,1.1.2,4.0.3,19,Business,,04/08/2018
4.3,Rhythm Patrol,Family,4207,100000,Free,0,Everyone,2.180723,4.1,26,Music,Music & Video,23/07/2018
4.3,R-TYPE II,Game,5682,50000,Paid,1.99,Everyone,1.1.5,2.3.3,37,Arcade,,02/03/2017
4.3,"Ruler & Area Measurement (cm, inch)",Tools,10,10000,Free,0,Everyone,1.2,4.1,8.2,Tools,,28/07/2017
4.3,Premier League - Official App,Sports,63580,5000000,Free,0,Everyone,1.1.5,4.1,24,Sports,,20/07/2018
4.3,Premier League - Official App,Sports,63782,5000000,Free,0,Everyone,1.1.5,4.1,24,Sports,,07/08/2018
4.3,Profile Pictures - Best DP Status,Family,131,50000,Free,0,Everyone,1.2.1,4.1,5.4,Entertainment,,29/11/2017
4.3,Profile Pictures and DP for Whatsapp,Social,48,5000,Free,0,Everyone,1.3,4.0.3,11,Social,,12/05/2017
4.3,"Programming Hub, Learn to code",Education,55704,1000000,Free,0,Everyone,4.2.8,4.1,15,Education,,04/08/2018
4.3,Puzzle Alarm Clock â°,Tools,32111,1000000,Free,0,Everyone,3.1.0.1126,4.4,5.3,Tools,,03/08/2018
4.3,Puzzle for CS:GO,Game,247,10000,Free,0,Everyone,1.53,4.0.3,18,Word,,16/09/2016
4.3,"Pzizz - Sleep, Nap, Focus",Medical,5521,100000,Free,0,Everyone,4.9.6,4.1,22,Medical,,01/07/2018
4.3,Q*bert: Rebooted,Game,13788,1000000,Free,0,Everyone,1.1,4.4,55,Arcade,,01/04/2017
4.3,Qatar Airways,Travel and local,11182,1000000,Free,0,Everyone,11.26,4.1,62,Travel & Local,,30/07/2018
4.3,QuickBooks Accounting: Invoicing & Expenses,Business,23175,1000000,Free,0,Everyone,18.7,4.1,41,Business,,13/07/2018
4.3,R Bank,Finance,90,5000,Free,0,Everyone,5.9.1.0,5,13,Finance,,30/05/2018
4.3,Racing in Car 2,Game,234110,50000000,Free,0,Everyone,1,2.3.3,38,Racing,,22/11/2016
4.3,Racing in Car 2,Game,234589,50000000,Free,0,Everyone,1,2.3.3,38,Racing,,22/11/2016
4.3,Racing Moto,Game,697805,50000000,Free,0,Everyone,1.2.13,3,7.4,Racing,,03/07/2018
4.3,Ratings by Consumer Reports,Shopping,3420,100000,Free,0,Everyone,2.3.2,4.1,13,Shopping,,27/02/2018
4.3,PHONE for Google Voice & GTalk,Communication,72065,1000000,Free,0,Everyone,3.0.7,4,13,Communication,,18/04/2018
4.3,Phone Tracker : Family Locator,Social,231325,10000000,Free,0,Everyone,4.81,4,5.4,Social,,02/08/2018
4.3,Phone Tracker : Family Locator,Social,231446,10000000,Free,0,Everyone,4.81,4,5.4,Social,,02/08/2018
4.3,Phonto - Text on Photos,Photography,307453,10000000,Free,0,Everyone,1.7.16,4.0.3,17,Photography,,26/10/2017
4.3,Photo Collage - InstaMag,Photography,542561,10000000,Free,0,Everyone,4.7.0,4,46,Photography,,02/01/2018
4.3,Photo Frames,Photography,28578,10000000,Free,0,Everyone,6.21,4,23,Photography,,28/07/2018
4.3,PhotoFunia,Photography,316378,10000000,Free,0,Everyone,4.0.7.0,2.3,4.4,Photography,,03/06/2017
4.3,Pineapple Pen,Game,157264,10000000,Free,0,Everyone,1.31,4.0.3,65,Arcade,,30/12/2016
4.3,Pink Water Sakura Keyboard Theme,Libraries and demo,1465,100000,Free,0,Everyone,6.7.5,4.0.3,7,Libraries & Demo,,09/07/2018
4.3,Pixel Draw - Number Art Coloring Book,Art and design,967,100000,Free,0,Everyone,1.1,4.4,2.8,Art & Design,Creativity,20/06/2018
4.3,Platincoin Wallet - PLC Group AG,Libraries and demo,375,10000,Free,0,Everyone,2.0.1,4.0.3,15,Libraries & Demo,,01/06/2018
4.3,Play Tube,Video players,15874,1000000,Free,0,Everyone,1.2,4.1,5.4,Video Players & Editors,,05/07/2018
4.3,POCKET ATLAS OF CT HEAD,Medical,22,10000,Free,0,Everyone,2,4.0.3,18,Medical,,16/03/2018
4.3,Pocket GMAT Math,Education,656,10000,Free,0,Everyone,1.1,2.2,0.54,Education,,11/07/2014
4.3,Pocket Lab Values,Medical,214,10000,Paid,2.99,Everyone,2.5,2.1,0.88,Medical,,22/11/2012
4.3,"Polaris Office - Word, Docs, Sheets, Slide, PDF",Productivity,549900,10000000,Free,0,Everyone,7.3.30,4.1,60,Productivity,,18/07/2018
4.3,Kawaii Easy Drawing : How to draw Step by Step,Lifestyle,34327,5000000,Free,0,Everyone,2.5.1,4,8.1,Lifestyle,,17/07/2018
4.3,kicker football news,Sports,56270,5000000,Free,0,Everyone,5.4.2,5,15,Sports,,03/08/2018
4.3,Kids Educational Game 3 Free,Family,24936,5000000,Free,0,Everyone,3.1,4.1,38,Educational,Education,16/05/2018
4.3,Info BMKG,Weather,21404,1000000,Free,0,Everyone,2.2,4.4,7.6,Weather,,15/06/2017
4.3,Ingress,Game,391325,10000000,Free,0,Everyone,1.131.2,4,43,Adventure,,20/06/2018
4.3,Jungle Marble Blast,Game,18985,5000000,Free,0,Everyone,1.5.4,4.0.3,23,Casual,,23/07/2018
4.3,Kroger,Shopping,38961,5000000,Free,0,Everyone,14.2.1,5,27,Shopping,,02/08/2018
4.3,Kromium BW Theme for NEXT,Personalization,1098,50000,Free,0,Everyone,1.0.1,3,18,Personalization,,11/10/2014
4.3,Kymco AK 550,Auto and vehicles,47,1000,Free,0,Everyone,1,2.3,58,Auto & Vehicles,,11/11/2016
4.3,LactMed,Medical,573,100000,Free,0,Everyone,3.1,3,2,Medical,,01/06/2017
4.3,Lapse It â€¢ Time Lapse â€¢ Pro,Photography,12865,100000,Paid,2.99,Everyone,4.7,2.2,6.9,Photography,,06/11/2014
4.3,Insave-Download for Instagram,Photography,46242,1000000,Free,0,Everyone,2.1.3,4,5.2,Photography,,20/09/2016
4.3,InstaSize Photo Filters & Collage Editor,Photography,811693,50000000,Free,0,Everyone,4.0.26,4.4,50,Photography,,02/08/2018
4.3,InstaSize Photo Filters & Collage Editor,Photography,811714,50000000,Free,0,Everyone,4.0.26,4.4,50,Photography,,02/08/2018
4.3,iTooch MathÃ©matiques CP,Family,1018,100000,Free,0,Everyone,4.6.2,4.0.3,35,Education,Education,28/06/2017
4.3,iTranslate Translator & Dictionary,Productivity,201718,10000000,Free,0,Everyone,4.6.15,4.1,35,Productivity,,11/07/2018
4.3,Jagobd - Bangla TV(Official),Family,39109,1000000,Free,0,Everyone,6.5,4,4,Entertainment,,20/12/2017
4.3,Job Korea - Career Jobs,Business,10600,1000000,Free,0,Everyone,2.5.6,4,6.5,Business,,01/08/2018
4.3,imo beta free calls and text,Communication,659395,100000000,Free,0,Everyone,9.8.000000010492,4,11,Communication,,07/06/2018
4.3,imo free video calls and chat,Communication,4785892,500000000,Free,0,Everyone,9.8.000000010501,4,11,Communication,,08/06/2018
4.3,imo free video calls and chat,Communication,4785988,500000000,Free,0,Everyone,9.8.000000010501,4,11,Communication,,08/06/2018
4.3,Gunship III Vietnam People AF,Family,726,5000,Paid,4.99,Everyone,3.8.4,2.3.3,19,Simulation,,09/12/2016
4.3,H Pack,Lifestyle,9412,1000000,Free,0,Everyone,1.5.1,4.0.3,1.7,Lifestyle,,17/12/2016
4.3,H TV,Entertainment,103078,5000000,Free,0,Everyone,4.6.2,2.3.3,5.6,Entertainment,,05/07/2018
4.3,H TV,Family,103064,5000000,Free,0,Everyone,4.6.2,2.3.3,5.6,Entertainment,,05/07/2018
4.3,Let us C - Example Programs,Family,36,5000,Free,0,Everyone,1.2,3,1.1,Education,,30/08/2017
4.3,Lettre de motivation et CV,Family,979,100000,Free,0,Everyone,2,4,9.9,Education,,30/07/2018
4.3,LineStar For DK,Sports,1387,50000,Free,0,Everyone,3.0.3,4.0.3,14,Sports,,06/06/2018
4.3,League18,Sports,14123,500000,Free,0,Everyone,4.0.0,4,13,Sports,,01/08/2018
4.3,learn c in hindi,Family,109,5000,Free,0,Everyone,4.1,4,2.7,Education,,24/06/2017
4.3,Learn C Programming (Examples) (OFFLINE),Family,43,10000,Free,0,Everyone,1.0.3,4.1,3.7,Education,,16/12/2017
4.3,Learn DS [BETA],Family,9,500,Free,0,Everyone,0.5,4,5,Education,,12/02/2017
4.3,Learn English from Persian: Persian to English,Education,423,100000,Free,0,Everyone,6,4.0.3,21,Education,,03/04/2018
4.3,Masha and Bear: Cooking Dash,Family,151374,10000000,Free,0,Everyone,1.2.7,4.1,54,Role Playing,Brain Games,05/06/2018
4.3,Masha and The Bear Puzzle Game,Family,13330,1000000,Free,0,Everyone,2,4.1,73,Puzzle,Brain Games,24/05/2018
4.3,"Math Quiz Free: Grades K,1,2,3",Family,159,10000,Free,0,Everyone,1,4,13,Education,Education,03/02/2015
4.3,Math Solver,Family,2250,100000,Free,0,Everyone,1.2,4.1,30,Education,,21/11/2017
4.3,Listen and learn English in seven days,Education,1516,100000,Free,0,Everyone,3.1,4.1,3.9,Education,,28/07/2018
4.3,Live 3D Neon Blue Love Heart Keyboard Theme,Personalization,6626,1000000,Free,0,Everyone,6.7.25.2018,4.0.3,9.1,Personalization,,25/07/2018
4.3,love,Photography,42677,1000000,Free,0,Everyone,1.28,4.0.3,22,Photography,,15/06/2018
4.3,Love Collage - Photo Editor,Photography,251686,10000000,Free,0,Everyone,2.3.8.6,4.1,31,Photography,,28/07/2017
4.3,Love Images,Social,16404,1000000,Free,0,Everyone,1.6,2.3,2.3,Social,,24/06/2018
4.3,Love Signal: D-Mate,Family,1895,50000,Free,0,Everyone,1.0.1,4.4,72,Simulation,,27/02/2018
4.3,Lovely Cute Pink Kitty Cat Keyboard Theme,Personalization,2267,500000,Free,0,Everyone,6.7.5,4.0.3,7.2,Personalization,,09/07/2018
4.3,"m, cm, mm to yard, feet, inch converter tool",Tools,246,100000,Free,0,Everyone,1.1,4,2.8,Tools,,06/02/2018
4.3,Mad Day - Truck Distance Game,Game,29270,5000000,Free,0,Everyone,1.4.3,4.0.3,44,Action,,25/07/2018
4.3,Magazine Luiza Online Shopping,Shopping,109124,10000000,Free,0,Everyone,3.11.1,4.1,22,Shopping,,02/08/2018
4.3,Mali 7 - ActualitÃ©s au Mali,News and magazines,697,50000,Free,0,Everyone,2.4,4.1,5.7,News & Magazines,,08/04/2017
4.3,Map Callouts for CS:GO,Game,211,50000,Free,0,Everyone,2.1,4.0.3,3.6,Action,,26/01/2018
4.3,Map Coordinates,Maps and navigation,16657,1000000,Free,0,Everyone,4.7.5,4.0.3,3.6,Maps & Navigation,,17/07/2018
4.3,"Marathi DP - status and message,jokes,Video app",Family,694,100000,Free,0,Everyone,1.6,4.2,3.8,Entertainment,,01/08/2018
4.3,Marble - Temple Quest,Game,42053,10000000,Free,0,Everyone,4.9,4.0.3,24,Puzzle,,21/06/2018
4.3,PAC-MAN Pop,Family,24877,5000000,Free,0,Everyone,2.1.6579,4.1,54,Puzzle,Action & Adventure,20/06/2018
4.3,Pain Tracker & Diary,Medical,3,100,Paid,2.99,Everyone,1.5,4.1,4.6,Medical,,02/01/2018
4.3,Paramedic Pocket Prep,Medical,460,10000,Free,0,Everyone,4.5.2,4.4,13,Medical,,12/07/2018
4.3,Paw Patrol by ShuffleCards,Family,3484,1000000,Free,0,Everyone,1.0.1,4,56,Entertainment,Action & Adventure,07/03/2017
4.3,PayPal,Finance,659741,50000000,Free,0,Everyone,6.28.0,4.4,47,Finance,,18/07/2018
4.3,PayPal,Finance,659760,50000000,Free,0,Everyone,6.28.0,4.4,47,Finance,,18/07/2018
4.3,PBAÂ® Bowling Challenge,Sports,242096,10000000,Free,0,Everyone,3.4.4,4.1,87,Sports,,02/08/2018
4.3,PBS KIDS Games,Family,12919,1000000,Free,0,Everyone,1.15.2,4.4,94,Educational,Education,06/06/2018
4.3,One Launcher,Personalization,26601,1000000,Free,0,Everyone,26.1.0.20180713,2.3.3,5.4,Personalization,,16/07/2018
4.3,OnTrack Diabetes,Medical,6079,500000,Free,0,Everyone,3.2.7,2.1,1.8,Medical,,17/01/2018
4.3,"ooVoo Video Calls, Messaging & Stories",Social,1157003,50000000,Free,0,Everyone,4.2.1,4.3,34,Social,,16/10/2017
4.3,"ooVoo Video Calls, Messaging & Stories",Social,1157004,50000000,Free,0,Everyone,4.2.1,4.3,34,Social,,16/10/2017
4.3,Open Camera,Photography,116769,10000000,Free,0,Everyone,1.43.3,4.0.3,2,Photography,,23/04/2018
4.3,Open Camera,Photography,116880,10000000,Free,0,Everyone,1.43.3,4.0.3,2,Photography,,23/04/2018
4.3,OpenGL-ES Info,Tools,249,10000,Free,0,Everyone,1.4,1.6,0.61,Tools,,08/08/2013
4.3,NinJump,Game,421000,10000000,Free,0,Everyone,3.1.1,4.1,36,Arcade,,13/06/2018
4.3,Notepad & To do list,Productivity,226295,10000000,Free,0,Everyone,4.3.19,2.3.3,4.2,Productivity,,06/06/2018
4.3,NTES,Travel and local,165299,10000000,Free,0,Everyone,8,4.1,5.4,Travel & Local,,30/07/2018
4.3,Nursing Central,Medical,168,10000,Free,0,Everyone,2.7.38,4.1,5.8,Medical,,29/01/2018
4.3,O Launcher,Tools,2059,100000,Free,0,Everyone,1.1.4,5,10,Tools,,22/05/2018
4.3,OfficeSuite : Free Office + PDF Editor,Business,1002859,100000000,Free,0,Everyone,9.7.14188,4.1,35,Business,,02/08/2018
